#,Tipe,Biaya,Modal,DP Server,Sisa Server,Profit,Metode Pembayaran,Supplier,Status,Tanggal Transaksi,Tanggal Selesai
1105,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,3 Februari 2026,3 Februari 2026
1106,Tipe A,110000,85000,85000,0,25000,Transfer,Supplier D,Selesai,3 Februari 2026,3 Februari 2026
1107,Tipe A,125000,95000,95000,0,30000,Transfer,Supplier A,Selesai,3 Februari 2026,3 Februari 2026
1108,Tipe A,130000,95000,95000,0,35000,Transfer,Supplier A,Selesai,3 Februari 2026,3 Februari 2026
1109,Tipe A,125000,95000,95000,0,30000,Transfer,Supplier A,Selesai,3 Februari 2026,3 Februari 2026
1110,Tipe A,130000,95000,95000,0,35000,Transfer,Supplier A,Selesai,3 Februari 2026,3 Februari 2026
1111,Tipe A,125000,95000,95000,0,30000,Transfer,Supplier A,Selesai,3 Februari 2026,3 Februari 2026
1112,Tipe A,125000,95000,95000,0,30000,Transfer,Supplier A,Selesai,3 Februari 2026,3 Februari 2026
1113,Tipe A,125000,100000,100000,0,25000,Transfer,Supplier B,Selesai,4 Februari 2026,6 Februari 2026
1114,Tipe A,125000,100000,100000,0,25000,Transfer,Supplier B,Selesai,4 Februari 2026,6 Februari 2026
1115,Tipe A,125000,100000,100000,0,25000,Transfer,Supplier B,Selesai,4 Februari 2026,6 Februari 2026
1116,Tipe A,125000,100000,100000,0,25000,Transfer,Supplier B,Selesai,4 Februari 2026,6 Februari 2026
1117,Tipe A,125000,100000,100000,0,25000,Transfer,Supplier B,Selesai,4 Februari 2026,6 Februari 2026
1118,Tipe A,125000,100000,100000,0,25000,Transfer,Supplier B,Selesai,4 Februari 2026,6 Februari 2026
1119,Tipe A,130000,100000,100000,0,30000,Transfer,Supplier B,Selesai,4 Februari 2026,6 Februari 2026
1120,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,5 Februari 2026,6 Februari 2026
1121,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,5 Februari 2026,7 Februari 2026
1122,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,5 Februari 2026,6 Februari 2026
1123,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,5 Februari 2026,6 Februari 2026
1124,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,5 Februari 2026,6 Februari 2026
1125,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,5 Februari 2026,6 Februari 2026
1126,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,5 Februari 2026,6 Februari 2026
1127,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,6 Februari 2026,6 Februari 2026
1128,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,6 Februari 2026,7 Februari 2026
1129,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,6 Februari 2026,10 Februari 2026
1130,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,6 Februari 2026,6 Februari 2026
1131,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier D,Selesai,6 Februari 2026,6 Februari 2026
1132,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,6 Februari 2026,6 Februari 2026
1133,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,6 Februari 2026,6 Februari 2026
1134,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,6 Februari 2026,6 Februari 2026
1135,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier A,Selesai,6 Februari 2026,6 Februari 2026
1136,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,6 Februari 2026,6 Februari 2026
1137,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,6 Februari 2026,6 Februari 2026
1138,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,5 Februari 2026,7 Februari 2026
1139,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,5 Februari 2026,27 April 2026
1140,Tipe A,150000,100000,100000,0,50000,Transfer,Supplier B,Selesai,7 Februari 2026,7 Februari 2026
1141,Tipe A,130000,100000,100000,0,30000,Transfer,Supplier B,Selesai,7 Februari 2026,7 Februari 2026
1142,Tipe A,125000,100000,100000,0,25000,Transfer,Supplier B,Selesai,7 Februari 2026,7 Februari 2026
1143,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,8 Februari 2026,10 Februari 2026
1144,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,8 Februari 2026,10 Februari 2026
1145,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,8 Februari 2026,10 Februari 2026
1146,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,8 Februari 2026,13 Februari 2026
1147,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,8 Februari 2026,10 Februari 2026
1148,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,8 Februari 2026,10 Februari 2026
1149,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,8 Februari 2026,10 Februari 2026
1150,Tipe A,124000,85000,85000,0,39000,Transfer,Supplier D,Selesai,9 Februari 2026,10 Februari 2026
1151,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,9 Februari 2026,11 Februari 2026
1152,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,9 Februari 2026,10 Februari 2026
1153,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,9 Februari 2026,10 Februari 2026
1154,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier A,Selesai,9 Februari 2026,10 Februari 2026
1155,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier A,Selesai,9 Februari 2026,10 Februari 2026
1156,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,9 Februari 2026,10 Februari 2026
1157,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,9 Februari 2026,10 Februari 2026
1158,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier A,Selesai,9 Februari 2026,10 Februari 2026
1159,Tipe A,130000,90000,90000,0,40000,Transfer,Supplier A,Selesai,10 Februari 2026,20 Februari 2026
1160,Tipe A,130000,90000,90000,0,40000,Transfer,Supplier A,Selesai,10 Februari 2026,13 Februari 2026
1161,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,10 Februari 2026,10 Februari 2026
1162,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,10 Februari 2026,11 Februari 2026
1163,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,10 Februari 2026,11 Februari 2026
1164,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier A,Selesai,10 Februari 2026,10 Februari 2026
1165,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier A,Selesai,10 Februari 2026,10 Februari 2026
1166,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier A,Selesai,10 Februari 2026,10 Februari 2026
1167,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier A,Selesai,10 Februari 2026,10 Februari 2026
1168,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier B,Selesai,10 Februari 2026,10 Februari 2026
1169,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier B,Selesai,10 Februari 2026,10 Februari 2026
1170,Tipe A,130000,90000,90000,0,40000,Transfer,Supplier B,Selesai,10 Februari 2026,10 Februari 2026
1171,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier B,Selesai,10 Februari 2026,10 Februari 2026
1172,Tipe A,124000,90000,90000,0,34000,Transfer,Supplier B,Selesai,10 Februari 2026,10 Februari 2026
1173,Tipe A,130000,85000,85000,0,45000,Transfer,Supplier D,Selesai,11 Februari 2026,13 Februari 2026
1174,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,11 Februari 2026,13 Februari 2026
1175,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,11 Februari 2026,13 Februari 2026
1176,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,11 Februari 2026,13 Februari 2026
1177,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,11 Februari 2026,13 Februari 2026
1178,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,11 Februari 2026,13 Februari 2026
1179,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,12 Februari 2026,13 Februari 2026
1180,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,12 Februari 2026,13 Februari 2026
1181,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,12 Februari 2026,13 Februari 2026
1182,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,12 Februari 2026,13 Februari 2026
1183,Tipe A,125000,85000,85000,0,40000,Transfer,Supplier D,Selesai,12 Februari 2026,13 Februari 2026
1184,Tipe A,130000,90000,90000,0,40000,Transfer,Supplier A,Selesai,12 Februari 2026,13 Februari 2026
1185,Tipe A,130000,90000,90000,0,40000,Transfer,Supplier A,Selesai,12 Februari 2026,13 Februari 2026
1186,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier A,Selesai,12 Februari 2026,13 Februari 2026
1187,Tipe A,119000,90000,90000,0,29000,Transfer,Supplier A,Selesai,12 Februari 2026,13 Februari 2026
1188,Tipe A,130000,90000,90000,0,40000,Transfer,Supplier A,Selesai,12 Februari 2026,13 Februari 2026
1189,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier A,Selesai,12 Februari 2026,13 Februari 2026
1190,Tipe A,120000,80000,80000,0,40000,Transfer,Supplier A,Selesai,13 Februari 2026,13 Februari 2026
1191,Tipe A,120000,80000,80000,0,40000,Transfer,Supplier A,Selesai,13 Februari 2026,13 Februari 2026
1192,Tipe A,120000,80000,80000,0,40000,Transfer,Supplier A,Selesai,13 Februari 2026,13 Februari 2026
1193,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier B,Selesai,13 Februari 2026,14 Februari 2026
1194,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier B,Selesai,13 Februari 2026,14 Februari 2026
1195,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier B,Selesai,13 Februari 2026,14 Februari 2026
1196,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier B,Selesai,13 Februari 2026,14 Februari 2026
1197,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier B,Selesai,13 Februari 2026,14 Februari 2026
1198,Tipe A,125000,90000,90000,0,35000,Transfer,Supplier B,Selesai,13 Februari 2026,20 Februari 2026
1199,Tipe A,120000,90000,90000,0,30000,Transfer,Supplier B,Selesai,13 Februari 2026,14 Februari 2026
1200,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,14 Februari 2026,18 Februari 2026
1201,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,14 Februari 2026,19 Februari 2026
1202,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,14 Februari 2026,18 Februari 2026
1203,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,14 Februari 2026,18 Februari 2026
1204,Tipe A,110000,85000,85000,0,25000,Transfer,Supplier D,Selesai,14 Februari 2026,18 Februari 2026
1205,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,14 Februari 2026,18 Februari 2026
1206,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,14 Februari 2026,18 Februari 2026
1207,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,14 Februari 2026,18 Februari 2026
1208,Tipe A,120000,85000,85000,0,35000,Transfer,Supplier D,Selesai,15 Februari 2026,18 Februari 2026
1209,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier D,Selesai,15 Februari 2026,18 Februari 2026
1210,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier D,Selesai,16 Februari 2026,18 Februari 2026
1211,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier D,Selesai,16 Februari 2026,18 Februari 2026
1212,Tipe A,165000,80000,80000,0,85000,Transfer,Supplier A,Selesai,15 Februari 2026,18 Februari 2026
1213,Tipe A,120000,80000,80000,0,40000,Transfer,Supplier A,Selesai,15 Februari 2026,18 Februari 2026
1214,Tipe A,125000,80000,80000,0,45000,Transfer,Supplier A,Selesai,15 Februari 2026,18 Februari 2026
1215,Tipe A,120000,80000,80000,0,40000,Transfer,Supplier A,Selesai,15 Februari 2026,18 Februari 2026
1216,Tipe A,120000,80000,80000,0,40000,Transfer,Supplier A,Selesai,15 Februari 2026,18 Februari 2026
1217,Tipe A,120000,80000,80000,0,40000,Transfer,Supplier A,Selesai,15 Februari 2026,18 Februari 2026
1218,Tipe A,120000,80000,80000,0,40000,Transfer,Supplier A,Selesai,15 Februari 2026,18 Februari 2026
1219,Tipe A,120000,80000,80000,0,40000,Transfer,Supplier A,Selesai,15 Februari 2026,18 Februari 2026
1220,Tipe A,120000,80000,80000,0,40000,Transfer,Supplier A,Selesai,16 Februari 2026,18 Februari 2026
1221,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,16 Februari 2026,18 Februari 2026
1222,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,16 Februari 2026,19 Februari 2026
1223,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,16 Februari 2026,19 Februari 2026
1224,Tipe A,130000,80000,80000,0,50000,Transfer,Supplier D,Selesai,16 Februari 2026,19 Februari 2026
1225,Tipe A,120000,80000,80000,0,40000,Transfer,Supplier A,Selesai,16 Februari 2026,20 Februari 2026
1226,Tipe A,115000,90000,90000,0,25000,Transfer,Supplier B,Selesai,16 Februari 2026,19 Februari 2026
1227,Tipe A,115000,90000,90000,0,25000,Transfer,Supplier B,Selesai,16 Februari 2026,19 Februari 2026
1228,Tipe A,115000,90000,90000,0,25000,Transfer,Supplier B,Selesai,16 Februari 2026,19 Februari 2026
1229,Tipe A,115000,90000,90000,0,25000,Transfer,Supplier B,Selesai,16 Februari 2026,19 Februari 2026
1230,Tipe A,165000,80000,80000,0,85000,Transfer,Supplier A,Selesai,17 Februari 2026,19 Februari 2026
1231,Tipe A,130000,80000,80000,0,50000,Transfer,Supplier A,Selesai,17 Februari 2026,19 Februari 2026
1232,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,17 Februari 2026,19 Februari 2026
1233,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,17 Februari 2026,19 Februari 2026
1234,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,17 Februari 2026,19 Februari 2026
1235,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,17 Februari 2026,19 Februari 2026
1236,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,18 Februari 2026,19 Februari 2026
1237,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,18 Februari 2026,19 Februari 2026
1238,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,18 Februari 2026,19 Februari 2026
1239,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,18 Februari 2026,19 Februari 2026
1240,Tipe A,115000,80000,80000,0,35000,Transfer,Supplier A,Selesai,18 Februari 2026,19 Februari 2026
1241,Tipe A,110000,85000,85000,0,25000,Transfer,Supplier B,Selesai,18 Februari 2026,19 Februari 2026
1242,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier B,Selesai,18 Februari 2026,19 Februari 2026
1243,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier B,Selesai,18 Februari 2026,19 Februari 2026
1244,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier B,Selesai,18 Februari 2026,19 Februari 2026
1245,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier B,Selesai,18 Februari 2026,19 Februari 2026
1246,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier B,Selesai,18 Februari 2026,19 Februari 2026
1247,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier D,Selesai,18 Februari 2026,19 Februari 2026
1248,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier D,Selesai,18 Februari 2026,19 Februari 2026
1249,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier D,Selesai,18 Februari 2026,19 Februari 2026
1250,Tipe A,115000,85000,85000,0,30000,Transfer,Supplier D,Selesai,18 Februari 2026,19 Februari 2026
1251,Tipe A,100000,70000,70000,0,30000,Transfer,Supplier C,Selesai,19 Februari 2026,20 Februari 2026
1252,Tipe A,100000,70000,70000,0,30000,Transfer,Supplier C,Selesai,19 Februari 2026,19 Februari 2026
1253,Tipe A,100000,70000,70000,0,30000,Transfer,Supplier C,Selesai,19 Februari 2026,19 Februari 2026
1254,Tipe A,100000,70000,70000,0,30000,Transfer,Supplier Lainnya,Selesai,19 Februari 2026,19 Februari 2026
1255,Tipe A,115000,75000,75000,0,40000,Transfer,Supplier A,Selesai,20 Februari 2026,20 Februari 2026
1256,Tipe A,185000,75000,75000,0,110000,Transfer,Supplier A,Selesai,20 Februari 2026,20 Februari 2026
1257,Tipe A,98000,75000,75000,0,23000,Transfer,Supplier A,Selesai,20 Februari 2026,20 Februari 2026
1258,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,20 Februari 2026,20 Februari 2026
1259,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,20 Februari 2026,20 Februari 2026
1260,Tipe A,98000,75000,75000,0,23000,Transfer,Supplier A,Selesai,20 Februari 2026,20 Februari 2026
1261,Tipe A,100000,73000,73000,0,27000,Transfer,Supplier C,Selesai,20 Februari 2026,20 Februari 2026
1262,Tipe A,100000,85000,85000,0,15000,Transfer,Supplier D,Selesai,21 Februari 2026,22 Februari 2026
1263,Tipe A,100000,85000,85000,0,15000,Transfer,Supplier D,Selesai,21 Februari 2026,22 Februari 2026
1264,Tipe A,100000,85000,85000,0,15000,Transfer,Supplier D,Selesai,21 Februari 2026,22 Februari 2026
1265,Tipe A,100000,85000,85000,0,15000,Transfer,Supplier D,Selesai,21 Februari 2026,22 Februari 2026
1266,Tipe A,97000,85000,85000,0,12000,Transfer,Supplier D,Selesai,21 Februari 2026,22 Februari 2026
1267,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,21 Februari 2026,24 Februari 2026
1268,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,21 Februari 2026,22 Februari 2026
1269,Tipe A,98000,75000,75000,0,23000,Transfer,Supplier A,Selesai,21 Februari 2026,22 Februari 2026
1270,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,21 Februari 2026,22 Februari 2026
1271,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,21 Februari 2026,22 Februari 2026
1272,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,21 Februari 2026,22 Februari 2026
1273,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,21 Februari 2026,22 Februari 2026
1274,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,21 Februari 2026,22 Februari 2026
1275,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,21 Februari 2026,22 Februari 2026
1276,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,21 Februari 2026,22 Februari 2026
1277,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,21 Februari 2026,22 Februari 2026
1278,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,21 Februari 2026,22 Februari 2026
1279,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,21 Februari 2026,22 Februari 2026
1280,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,22 Februari 2026,22 Februari 2026
1281,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,22 Februari 2026,22 Februari 2026
1282,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier A,Selesai,22 Februari 2026,15 Maret 2026
1283,Tipe A,250000,75000,75000,0,175000,Transfer,Supplier A,Selesai,22 Februari 2026,22 Februari 2026
1284,Tipe A,105000,75000,75000,0,30000,Transfer,Supplier A,Selesai,22 Februari 2026,22 Februari 2026
1285,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,22 Februari 2026,22 Februari 2026
1286,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,22 Februari 2026,22 Februari 2026
1287,Tipe A,100000,73000,73000,0,27000,Transfer,Supplier C,Selesai,22 Februari 2026,22 Februari 2026
1288,Tipe A,98000,73000,73000,0,25000,Transfer,Supplier C,Selesai,22 Februari 2026,22 Februari 2026
1289,Tipe A,100000,73000,73000,0,27000,Transfer,Supplier C,Selesai,22 Februari 2026,22 Februari 2026
1290,Tipe A,100000,73000,73000,0,27000,Transfer,Supplier C,Selesai,22 Februari 2026,24 Februari 2026
1291,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier D,Selesai,22 Februari 2026,22 Februari 2026
1292,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier D,Selesai,22 Februari 2026,24 Februari 2026
1293,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier D,Selesai,22 Februari 2026,24 Februari 2026
1294,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier D,Selesai,22 Februari 2026,27 Februari 2026
1295,Tipe A,95000,80000,80000,0,15000,Transfer,Supplier D,Selesai,22 Februari 2026,24 Februari 2026
1296,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier D,Selesai,22 Februari 2026,24 Februari 2026
1297,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,23 Februari 2026,24 Februari 2026
1298,Tipe A,97000,75000,75000,0,22000,Transfer,Supplier A,Selesai,23 Februari 2026,24 Februari 2026
1299,Tipe A,95000,75000,75000,0,20000,Transfer,Supplier A,Selesai,23 Februari 2026,24 Februari 2026
1300,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,23 Februari 2026,24 Februari 2026
1301,Tipe A,105000,75000,75000,0,30000,Transfer,Supplier A,Selesai,23 Februari 2026,24 Februari 2026
1302,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,23 Februari 2026,24 Februari 2026
1303,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,23 Februari 2026,24 Februari 2026
1304,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,23 Februari 2026,24 Februari 2026
1305,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,23 Februari 2026,24 Februari 2026
1306,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,23 Februari 2026,15 Maret 2026
1307,Tipe A,100000,75000,75000,0,25000,Transfer,Supplier A,Selesai,23 Februari 2026,24 Februari 2026
1308,Tipe A,100000,73000,73000,0,27000,Transfer,Supplier C,Selesai,24 Februari 2026,24 Februari 2026
1309,Tipe A,105000,73000,73000,0,32000,Transfer,Supplier C,Selesai,24 Februari 2026,24 Februari 2026
1310,Tipe A,125000,73000,73000,0,52000,Transfer,Supplier C,Selesai,24 Februari 2026,24 Februari 2026
1311,Tipe A,98000,73000,73000,0,25000,Transfer,Supplier C,Selesai,24 Februari 2026,24 Februari 2026
1312,Tipe A,98000,73000,73000,0,25000,Transfer,Supplier C,Selesai,24 Februari 2026,24 Februari 2026
1313,Tipe A,100000,73000,73000,0,27000,Transfer,Supplier C,Selesai,24 Februari 2026,24 Februari 2026
1314,Tipe A,105000,80000,80000,0,25000,Transfer,Supplier B,Selesai,24 Februari 2026,24 Februari 2026
1315,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,24 Februari 2026,24 Februari 2026
1316,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,24 Februari 2026,24 Februari 2026
1317,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,24 Februari 2026,24 Februari 2026
1318,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,24 Februari 2026,24 Februari 2026
1319,Tipe A,100000,80000,80000,0,20000,Transfer,Supplier B,Selesai,24 Februari 2026,24 Februari 2026
1320,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,25 Februari 2026,27 Februari 2026
1321,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,25 Februari 2026,27 Februari 2026
1322,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,25 Februari 2026,27 Februari 2026
1323,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,25 Februari 2026,27 Februari 2026
1324,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,25 Februari 2026,27 Februari 2026
1325,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,25 Februari 2026,27 Februari 2026
1326,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,26 Februari 2026,27 Februari 2026
1327,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,26 Februari 2026,27 Februari 2026
1328,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,26 Februari 2026,27 Februari 2026
1329,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,26 Februari 2026,27 Februari 2026
1330,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,26 Februari 2026,27 Februari 2026
1331,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,26 Februari 2026,27 Februari 2026
1332,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,26 Februari 2026,27 Februari 2026
1333,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,26 Februari 2026,27 Februari 2026
1334,Tipe A,95000,65000,65000,0,30000,Transfer,Supplier B,Selesai,26 Februari 2026,27 Februari 2026
1335,Tipe A,95000,65000,65000,0,30000,Transfer,Supplier B,Selesai,26 Februari 2026,27 Februari 2026
1336,Tipe A,95000,65000,65000,0,30000,Transfer,Supplier B,Selesai,26 Februari 2026,27 Februari 2026
1337,Tipe A,95000,73000,73000,0,22000,Transfer,Supplier C,Selesai,27 Februari 2026,27 Februari 2026
1338,Tipe A,95000,73000,73000,0,22000,Transfer,Supplier C,Selesai,27 Februari 2026,27 Februari 2026
1339,Tipe A,95000,73000,73000,0,22000,Transfer,Supplier B,Selesai,26 Februari 2026,27 Februari 2026
1340,Tipe A,95000,73000,73000,0,22000,Transfer,Supplier B,Selesai,27 Februari 2026,27 Februari 2026
1341,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier B,Selesai,27 Februari 2026,27 Februari 2026
1342,Tipe A,95000,73000,73000,0,22000,Transfer,Supplier B,Selesai,27 Februari 2026,27 Februari 2026
1343,Tipe A,95000,65000,65000,0,30000,Transfer,Supplier B,Selesai,27 Februari 2026,28 Februari 2026
1344,Tipe A,90000,65000,65000,0,25000,Transfer,Supplier B,Selesai,27 Februari 2026,27 Februari 2026
1345,Tipe A,95000,65000,65000,0,30000,Transfer,Supplier B,Selesai,27 Februari 2026,27 Februari 2026
1346,Tipe A,95000,65000,65000,0,30000,Transfer,Supplier B,Selesai,27 Februari 2026,27 Februari 2026
1347,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,28 Februari 2026,2 Maret 2026
1348,Tipe A,95000,70000,70000,0,25000,Transfer,Supplier A,Selesai,28 Februari 2026,2 Maret 2026
